# raw rows of the Chapter 25 mini-study; generated by code/figures/gen_ch25_study.py from code/ch25_evaluation.py; cells (2,0) (2,1) (4,0) (4,1), seeds 0-19, strategies none/local/replan/hybrid, prediction=noisy; add the git commit of the code to this line when you publish a study
k m seed strategy family collision n_collisions near_miss dmin_dd dmin_di path_total path_ratio travel_mean makespan soc success replans avoid_steps comp_mean_ms comp_p99_ms comp_max_ms comp_total_s deadline_misses ef_mean ef_max comm_viol steps
4 1 10 replan turning 0 0 1 1.1493 0.9114 75.4658 1.1277 14.4250 14.9000 57.7000 1 11 0 0.0721 0.8255 0.9260 0.0458 0 1.9695 4.8124 0 159
4 1 10 hybrid turning 0 0 1 1.0006 0.9635 69.0064 1.0296 13.0500 13.8000 52.2000 1 2 84 0.1481 0.7350 0.9055 0.0877 0 0.9880 2.3111 0 148
4 1 11 none evasive 1 1 1 2.0701 0.3274 67.1418 0.9990 11.9250 12.7000 47.7000 0 0 0 0.0588 0.1248 0.1902 0.0322 0 0.0252 0.2007 0 137
4 1 11 local evasive 0 0 0 2.0077 1.0200 68.2127 1.0150 11.9250 12.7000 47.7000 1 0 145 0.2092 0.6898 0.7821 0.1146 0 0.2384 0.7160 0 137
4 1 11 replan evasive 0 0 0 1.3762 2.3462 75.6259 1.1253 13.7000 16.3000 54.8000 1 12 0 0.0734 0.8153 0.9074 0.0508 0 2.8296 4.6238 0 173
4 1 11 hybrid evasive 0 0 1 0.9950 1.0091 70.0485 1.0423 12.4750 13.5000 49.9000 1 4 179 0.2630 0.8902 1.0686 0.1526 0 1.1481 2.2642 0 145
4 1 12 none straight 1 1 1 1.5051 0.0000 67.4928 0.9995 12.1000 13.8000 48.4000 0 0 0 0.0611 0.1219 0.1696 0.0362 0 0.0314 0.1758 0 148
4 1 12 local straight 0 0 0 1.1825 1.1933 68.3016 1.0116 12.1000 13.8000 48.4000 1 0 72 0.1334 0.7428 0.9468 0.0790 0 0.3018 1.1514 0 148
4 1 12 replan straight 0 0 0 1.2123 1.5373 71.3470 1.0568 13.0000 14.3000 52.0000 1 10 0 0.0699 0.7758 0.8995 0.0428 0 1.5220 2.8729 0 153
4 1 12 hybrid straight 0 0 0 1.2256 1.2053 71.4925 1.0593 12.9750 14.5000 51.9000 1 2 70 0.1317 0.7196 0.8670 0.0816 0 1.5090 3.8038 0 155
4 1 13 none turning 1 1 1 1.7880 0.0002 65.7078 0.9994 11.9000 13.7000 47.6000 0 0 0 0.0585 0.1033 0.1641 0.0344 0 0.0361 0.1738 0 147
4 1 13 local turning 0 0 1 1.5407 0.8828 67.7227 1.0304 11.9000 13.7000 47.6000 1 0 108 0.1635 0.6794 0.8032 0.0962 0 0.2323 1.1241 0 147
4 1 13 replan turning 0 0 0 2.1128 1.2451 67.7209 1.0297 12.3000 14.3000 49.2000 1 4 0 0.0651 0.1371 0.8915 0.0398 0 0.8471 1.9850 0 153
4 1 13 hybrid turning 0 0 1 1.5667 0.8828 67.4256 1.0258 12.0000 13.7000 48.0000 1 2 104 0.1718 0.8055 1.0734 0.1010 0 0.3546 1.1203 0 147
4 1 14 none evasive 0 0 0 1.7527 1.0212 67.0755 0.9994 12.1500 14.4000 48.6000 1 0 0 0.0585 0.1034 0.1609 0.0360 0 0.0341 0.1738 0 154
4 1 14 local evasive 0 0 0 1.7803 1.4767 68.4885 1.0207 12.1500 14.4000 48.6000 1 0 101 0.1567 0.6940 0.9501 0.0965 0 0.1137 0.6063 0 154
4 1 14 replan evasive 0 0 1 1.4992 0.9694 71.9070 1.0701 13.0500 16.3000 52.2000 1 7 0 0.0687 0.2302 0.9113 0.0475 0 1.8875 3.8770 0 173
4 1 14 hybrid evasive 0 0 0 1.7803 1.4767 68.4885 1.0207 12.1500 14.4000 48.6000 1 0 101 0.1600 0.7039 0.8282 0.0986 0 0.1137 0.6063 0 154
4 1 15 none straight 1 1 1 1.7710 0.0000 67.4655 0.9994 12.2000 14.2000 48.8000 0 0 0 0.0611 0.1126 0.1274 0.0371 0 0.0324 0.1819 0 152
4 1 15 local straight 0 0 0 1.7710 1.0711 68.9099 1.0210 12.2250 14.2000 48.9000 1 0 61 0.1185 0.6824 0.7725 0.0721 0 0.2771 1.2653 0 152
4 1 15 replan straight 0 0 0 1.4086 1.3361 70.8302 1.0495 12.8500 14.2000 51.4000 1 4 0 0.0634 0.1138 0.9133 0.0386 0 1.3853 3.0251 0 152
4 1 15 hybrid straight 0 0 0 1.7710 1.2344 73.8583 1.0947 13.3250 15.6000 53.3000 1 1 42 0.0989 0.6932 0.9330 0.0656 0 1.6044 4.8373 0 166
4 1 16 none turning 1 1 1 2.1834 0.0003 64.3533 0.9993 11.0500 12.2000 44.2000 0 0 0 0.0594 0.1085 0.1979 0.0314 0 0.0233 0.1738 0 132
4 1 16 local turning 0 0 1 1.9732 0.9758 67.7161 1.0514 11.1250 12.5000 44.5000 1 0 53 0.1172 0.6891 0.7868 0.0633 0 0.4124 1.7763 0 135
4 1 16 replan turning 0 0 1 1.3224 0.9094 68.9688 1.0712 12.8250 15.3000 51.3000 1 7 0 0.0691 0.4987 0.9034 0.0450 0 1.0439 3.0361 0 163
4 1 16 hybrid turning 0 0 1 1.9732 0.9758 67.7161 1.0514 11.1250 12.5000 44.5000 1 0 53 0.1205 0.7093 0.8100 0.0651 0 0.4124 1.7763 0 135
4 1 17 none evasive 0 0 0 2.0991 1.5262 67.4443 0.9991 12.0000 12.8000 48.0000 1 0 0 0.0590 0.1119 0.1804 0.0326 0 0.0256 0.2007 0 138
4 1 17 local evasive 0 0 0 1.5428 1.5933 68.0060 1.0074 12.0000 12.8000 48.0000 1 0 86 0.1505 0.7146 0.7895 0.0831 0 0.1436 0.4957 0 138
4 1 17 replan evasive 0 0 0 1.2127 2.6727 70.6973 1.0473 13.0000 14.0000 52.0000 1 11 0 0.0728 0.8052 0.8651 0.0437 0 1.7535 3.0984 0 150
4 1 17 hybrid evasive 0 0 0 1.5066 1.6973 67.9897 1.0071 12.0250 12.8000 48.1000 1 1 75 0.1438 0.7024 0.9221 0.0794 0 0.1797 0.4575 0 138
4 1 18 none straight 1 2 1 1.8061 0.0000 66.0800 0.9992 11.7500 12.7000 47.0000 0 0 0 0.0583 0.1105 0.1305 0.0320 0 0.0294 0.2012 0 137
4 1 18 local straight 0 0 0 1.6667 1.0073 67.9128 1.0268 11.7500 12.7000 47.0000 1 0 77 0.1398 0.6737 0.8565 0.0766 0 0.2380 0.9522 0 137
4 1 18 replan straight 0 0 0 1.5338 1.5272 69.3775 1.0485 12.3500 13.2000 49.4000 1 4 0 0.0645 0.1309 0.8460 0.0366 0 1.1248 2.9869 0 142
4 1 18 hybrid straight 0 0 0 1.6667 1.0073 67.9128 1.0268 11.7500 12.7000 47.0000 1 0 77 0.1432 0.7132 0.7828 0.0785 0 0.2380 0.9522 0 137
4 1 19 none turning 1 2 1 1.7748 0.0002 65.0880 0.9989 11.5750 12.3000 46.3000 0 0 0 0.0582 0.0992 0.1251 0.0310 0 0.0285 0.2007 0 133
4 1 19 local turning 0 0 0 1.0085 1.0554 74.5067 1.1447 12.6000 14.7000 50.4000 1 0 153 0.2028 0.7078 0.8959 0.1274 0 0.7158 2.3487 0 157
4 1 19 replan turning 0 0 0 1.1499 1.8811 82.7018 1.2694 15.2000 16.6000 60.8000 1 15 0 0.0762 0.8212 0.9058 0.0537 0 2.2961 5.1325 0 176
4 1 19 hybrid turning 0 0 1 0.9902 1.0554 81.6949 1.2563 14.2500 19.4000 57.0000 1 2 154 0.1736 0.7310 0.8573 0.1416 0 1.5844 3.6448 0 204
